position,artist,song,year,raw_total,raw_usa,raw_uk,raw_eur,raw_row
581,"Chris Montez","Let's Dance",1962,13.2940,4.8470,3.2690,5.7300,0.5120
582,Shakira,"Underneath Your Clothes",2002,13.2910,3.0210,4.4050,11.3010,0.5370
583,"Spice Girls","2 Become 1",1997,13.2640,3.8650,4.9780,6.8560,1.7000
584,"Joe Dolce","Shaddup You Face",1981,13.2480,1.5900,9.7500,10.7260,0.5120
585,Madonna,"Crazy For You",1985,13.2310,7.1350,8.2300,4.5740,0.5370
586,"The Carpenters","Please Mr Postman",1975,13.2200,6.0700,10.4930,1.8020,0.5340
587,"Will Smith","Wild Wild West",1999,13.2040,4.7330,2.2730,10.9240,1.2840
588,Madonna,"La Isla Bonita",1987,13.1820,3.0490,4.6010,16.3260,0.5140
589,Prince,Kiss,1986,13.1800,8.9260,2.5570,6.6150,0.5270
590,"Janet Jackson","All For You",2001,13.1710,4.8900,2.3330,5.9510,2.8330
591,"Tommy Roe",Dizzy,1969,13.1650,9.1720,8.7640,5.7470,0.5120
592,"Red Hot Chili Peppers","Dani California",2006,13.1550,5.2010,1.5190,6.8030,3.0330
593,"Kylie Minogue","The Loco-Motion",1988,13.1550,2.8220,8.5000,7.1870,1.0000
594,"Depeche Mode","Enjoy the Silence",1990,13.1510,5.7650,2.1670,12.9530,0.5140
595,"Vanessa Williams","Save the Best For Last",1992,13.1420,7.0190,4.4100,3.8820,1.9360
596,"George Baker Selection","Una Paloma Blanca",1975,13.1370,1.0800,7.0580,14.2730,0.0100
597,"Jennifer Lopez","Get Right",2005,13.1300,3.4040,3.5330,7.5580,2.5730
598,"Gilbert O'Sullivan","Get Down",1973,13.1240,4.9280,5.2260,11.2920,0.0000
599,"Bon Jovi","It's My Life",2000,13.1240,1.8800,1.3860,17.2700,2.5000
600,Akon,"Don't Matter",2007,13.1090,5.3800,5.8490,3.3450,0.5530
601,"Tony Bennett","Stranger in Paradise",1954,13.1080,6.7870,6.5040,0.0000,0.5260
602,"Elton John",Nikita,1985,13.0970,2.1780,7.9790,14.7150,0.6110
603,"Tom Jones",Delilah,1968,13.0970,3.3560,6.9710,13.9040,0.0000
604,"Run DMC & Jason Nevins","It's Like That",1998,13.0900,1.2180,8.1530,15.0090,0.0000
605,"John Lennon","Instant Karma",1970,13.0850,9.1210,4.6680,7.7580,0.5150
606,"Glenn Miller","(I've Got a Gal In) Kalamazoo",1942,13.0730,10.8480,0.0000,0.5230,0.5160
607,"The Scorpions","Wind of Change",1991,13.0700,4.4110,1.5000,20.0380,1.0610
608,"Belinda Carlisle","Heaven is a Place On Earth",1988,13.0540,4.0030,7.8500,11.2200,0.0000
609,"Neil Diamond","Cracklin' Rosie",1970,13.0490,8.8630,9.0350,4.2440,0.5370
610,"Daniel Boone","Beautiful Sunday",1972,13.0400,3.1910,6.2140,8.5630,1.5000
611,"Edwin Hawkins Singers","Oh Happy Day",1969,13.0380,10.0370,3.3200,11.4210,0.0000
612,"Spice Girls","Say You'll Be There",1996,13.0370,3.9750,2.9020,11.4970,1.2130
613,"Kenny Loggins",Footloose,1984,13.0330,8.3860,9.8950,3.1520,0.0000
614,"Murray Head","One Night in Bangkok",1985,13.0310,4.1770,5.9000,17.7210,0.0000
615,"Carole King","It's Too Late",1971,13.0290,17.0690,4.1730,0.8330,0.8330
616,"Huey Lewis & The News","The Power of Love",1985,13.0100,7.9930,7.4040,3.3050,0.5110
617,"Paula Abdul & The Wild Pair","Opposites Attract",1990,12.9930,4.9920,5.1430,5.8890,1.3610
618,"Debbie Boone","You Light Up My Life",1977,12.9890,14.2720,5.5370,0.0000,0.8430
619,"Steve Miller Band","The Joker",1974,12.9790,8.3030,8.1600,6.9780,0.0000
620,"50 Cent & Olivia","Candy Shop",2005,12.9770,4.6060,1.2880,12.6980,1.0810
621,"Bruce Springsteen","Dancing in the Dark",1984,12.9740,7.2200,6.5170,5.6740,0.5150
622,"Billy Ocean","When the Going Gets Tough, the Tough Get Going",1986,12.9550,3.3180,11.1260,10.7890,0.0000
623,"Conway Twitty","It's Only Make Believe",1958,12.9470,5.5000,6.3940,1.5430,0.5120
624,"Paul Hardcastle",19,1985,12.9410,2.2970,7.4350,19.6420,0.0000
625,"Roy Orbison","Only The Lonely (Know The Way I Feel)",1960,12.9340,9.4670,6.0840,1.4170,0.0000
626,"The Black Eyed Peas","The Time (Dirty Bit)",2010,12.9300,2.6300,5.0360,5.0480,0.0000
627,Queen,"We Are the Champions",1977,12.9250,9.1620,3.7190,6.5040,0.5630
628,Coldplay,"Speed of Sound",2005,12.9240,4.6010,2.5000,6.8100,2.5820
629,"Barry Ryan",Eloise,1968,12.9090,0.7140,8.4240,14.7380,0.0000
630,Heart,"All I Wanna Do is Make Love to You",1990,12.9030,4.4690,4.7930,6.1500,1.9110
631,"Harry Belafonte","Banana Boat Song",1957,12.8980,5.9460,1.5030,4.0740,0.5530
632,"Aretha Franklin",Respect,1967,12.8960,22.1220,3.2170,1.1080,0.0000
633,"The Backstreet Boys","Quit Playing Games (With My Heart)",1997,12.8930,4.2220,1.5000,13.6590,1.0670
634,"Paul Anka","Lonely Boy",1959,12.8930,5.1620,2.9020,4.2010,0.5120
635,"Duran Duran","A View to a Kill",1985,12.8910,5.8080,5.2500,14.6980,0.0000
636,"Mr Acker Bilk","Stranger On the Shore",1962,12.8860,8.3260,7.6440,0.5590,0.5270
637,"The Fray","How to Save a Life",2007,12.8830,6.7090,3.7060,4.9370,0.5120
638,"Eric Clapton","Change the World",1996,12.8820,5.8460,2.5570,2.8230,3.0000
639,"Brotherhood of Man","Save All Your Kisses For Me",1976,12.8680,0.5370,5.7650,15.6290,0.0100
640,"Lloyd Price","(You've Got) Personality",1959,12.8680,6.5520,4.3940,2.0280,0.5230
641,"Artie Shaw","Begin the Beguine",1938,12.8660,11.2310,0.0000,0.0000,0.5310
642,"Billy Joel","Uptown Girl",1983,12.8460,5.4790,9.3830,4.1480,0.5710
643,"Gilbert O'Sullivan","Alone Again (Naturally)",1972,12.8430,10.4200,5.4100,1.1030,2.0140
644,Mika,"Grace Kelly",2007,12.8410,1.8090,4.1430,9.6840,1.3860
645,"Leo Sayer","When I Need You",1977,12.8370,6.0900,9.5680,4.4000,0.6430
646,"Cliff Richard","We Don't Talk Anymore",1979,12.8340,3.3270,8.0440,16.0630,0.0000
647,"The Marcels","Blue Moon",1961,12.8280,6.3130,6.5910,2.0770,1.0000
648,U2,One,1992,12.8270,6.9500,4.8490,6.5580,0.5270
649,"Art Mooney","I'm Looking Over a Four Leaf Clover",1948,12.8170,8.6700,1.5000,0.0000,0.6430
650,Madonna,"Live to Tell",1986,12.8140,5.8800,4.5000,9.6160,0.5190
651,"John Travolta & Olivia Newton-John","Summer Nights",1978,12.8090,5.4860,7.1040,11.4940,0.0000
652,"The Moody Blues","Nights in White Satin",1968,12.8070,9.8250,5.5470,9.2380,0.0000
653,"The Everly Brothers","Bird Dog",1958,12.7970,5.8120,7.0030,2.3250,0.0000
654,"Justin Timberlake","My Love",2006,12.7930,6.8410,3.0290,6.0740,0.5630
655,"LeAnn Rimes","How Do I Live?",1998,12.7880,7.3960,2.5890,2.5830,1.5720
656,"Ricky Nelson","Hello Mary Lou",1961,12.7700,5.1170,5.2530,6.0260,0.0000
657,"Mariah Carey & Whitney Houston","When You Believe",1998,12.7600,4.7460,0.7500,10.1830,2.0120
658,"The Beatles","We Can Work it Out",1966,12.7590,10.4530,8.6030,4.3670,0.0000
659,"Soul Asylum","Runaway Train",1993,12.7550,5.8330,2.6470,9.7910,1.0650
660,"Santa Esmerelda","Don't Let Me Be Misunderstood",1977,12.7540,3.9810,2.2620,13.9610,0.6670
661,"Kylie Minogue","I Should Be So Lucky",1988,12.7410,0.7360,8.8280,11.7070,0.5290
662,"Jennifer Lopez","Jenny From the Block",2002,12.7180,3.1820,2.3330,8.7060,2.5730
663,Beyonce,"Single Ladies (Put A Ring On It)",2009,12.7150,9.4970,2.4140,2.7390,0.5910
664,"Guy Mitchell","Singing The Blues",1956,12.7090,6.6130,6.5130,0.7500,0.0000
665,"The Verve","Bitter Sweet Symphony",1997,12.7080,6.5590,2.5510,7.2570,0.5380
666,Psy,"Gangnam Style",2012,12.6890,3.5410,4.0000,6.8330,0.0000
667,"The Temptations","My Girl",1965,12.6880,17.6690,2.6140,0.5530,0.5630
668,Bananarama,Venus,1986,12.6770,4.6790,6.4250,9.1600,0.5190
669,"The Rubettes","Sugar Baby Love",1974,12.6760,1.7800,5.4490,14.5880,0.0000
670,"Lady GaGa & Beyonce",Telephone,2010,12.6670,5.2400,3.5500,3.4190,0.0000
671,"Artie Shaw",Frenesi,1940,12.6610,10.0720,0.0000,0.5140,0.6000
672,"Jimmy Dorsey",Tangerine,1942,12.6530,8.6620,0.5830,0.5120,0.6110
673,"Big Mountain","Baby, I Love Your Way",1994,12.6430,4.2150,2.5580,9.1510,2.3330
674,Lifehouse,"Hanging by a Moment",2001,12.6430,7.3960,3.5400,1.0800,1.0410
675,Emilia,"Big Big World",1998,12.6400,1.0240,1.2000,19.7240,1.1180
676,"The Backstreet Boys","Shape of My Heart",2000,12.6330,1.6550,3.7500,12.4280,2.6220
677,"The Beach Boys",Kokomo,1988,12.6280,6.0160,3.1180,3.0600,2.5320
678,"Glenn Miller","Moonlight Cocktail",1942,12.6130,8.7150,0.5910,0.5180,0.5200
679,"Justin Timberlake","What Goes Around Comes Around",2007,12.6070,7.1390,1.2820,7.1160,1.0350
680,"Perez Prado",Patricia,1958,12.6030,4.8170,4.1890,3.0420,0.5340
681,"Percy Sledge","When a Man Loves a Woman",1966,12.5900,15.7150,5.2660,2.9300,0.0000
682,"Chuck Berry","Johnny B Goode",1958,12.5820,12.7380,1.2700,0.5830,0.0000
683,"Donna Summer","Love to Love You Baby",1976,12.5810,8.1800,3.8750,7.2890,0.5180
684,"Snoop Dogg & Pharrell Williams","Drop it Like It's Hot",2004,12.5650,7.4720,2.6290,4.9530,0.5310
685,"Destiny's Child","Independent Women Part 1",2000,12.5590,4.3750,4.2740,8.6510,1.1390
686,"Ringo Starr",Photograph,1973,12.5570,6.0650,10.2220,5.1770,0.0000
687,"The Beatles","Day Tripper",1965,12.5450,5.1000,7.9600,3.5150,0.5530
688,"Maroon 5","She Will Be Loved",2004,12.5450,5.5140,3.0830,6.4170,1.0930
689,"Glen Campbell","Rhinestone Cowboy",1975,12.5240,9.7860,7.7500,3.4920,0.0000
690,"Sandie Shaw","Puppet On a String",1967,12.5190,0.2000,8.7380,10.7300,0.0000
691,"Creedence Clearwater Revival","Bad Moon Rising",1969,12.5160,11.7260,10.5910,4.4770,0.0000
692,"Phil Collins","Two Hearts",1988,12.5030,5.4740,2.6670,6.0870,2.0500
693,Kiss,"I Was Made For Lovin' You",1979,12.5030,4.8320,9.1000,12.0050,0.0000
694,Christie,"Yellow River",1970,12.4990,3.4390,7.7700,8.3830,0.7000
695,"Macy Gray","I Try",2000,12.4990,4.4720,7.5890,4.2630,0.6000
696,"Louis Armstrong","Hello Dolly",1964,12.4910,11.8510,3.6360,3.1250,0.5590
697,"Percy Faith",Delicado,1952,12.4840,7.8870,2.0500,0.5380,0.6670
698,"Bing Crosby","Pennies From Heaven",1936,12.4770,10.7780,0.0000,0.5310,0.0000
699,"Sheena Easton","Morning Train (Nine to Five)",1981,12.4590,7.2230,8.9760,2.1550,0.5240
700,"Mariah Carey",Honey,1997,12.4560,5.0370,2.3330,4.9940,2.6990
701,"Cyndi Lauper","Time After Time",1984,12.4550,6.9760,4.3340,6.3380,1.0630
702,"Color Me Badd","I Wanna Sex You Up",1991,12.4500,5.4350,4.5470,5.7400,2.5690
703,"Tina Turner","We Don't Need Another Hero (Thunderdome)",1985,12.4450,4.2280,7.0000,14.8320,0.0000
704,"Barbra Streisand","Love Theme From 'A Star is Born' (Evergreen)",1977,12.4420,11.3220,5.6690,1.0640,0.5360
705,"Frankie Laine","Mule Train",1949,12.4420,11.1800,0.0000,1.0330,0.0000
706,"Whitney Houston","Greatest Love of All",1986,12.4330,6.7850,4.2680,4.0170,1.5000
707,"Milli Vanilli","Girl, I'm Gonna Miss You",1989,12.4310,4.4070,3.7000,13.4350,1.6330
708,"Perry Como","Till The End of Time",1945,12.4310,10.0060,0.0000,0.5330,0.5110
709,fun.,"We Are Young",2012,12.4290,6.3390,3.5830,2.8330,0.0000
710,"Andy Gibb","I Just Wanna Be Your Everything",1977,12.4260,9.8320,6.8720,1.3750,0.7000
711,"Mary J Blige","Family Affair",2001,12.4210,6.7310,0.6250,8.3300,0.7000
712,Abba,"Money, Money, Money",1976,12.4140,0.7180,6.7260,15.8500,0.0000
713,"Ace of Base","Don't Turn Around",1994,12.4080,5.5040,2.7020,7.2870,1.6320
714,"Mike & The Mechanics","The Living Years",1989,12.3940,5.3650,7.4030,4.1190,2.0830
715,Nelly,"My Place",2004,12.3850,3.0740,5.0380,5.0670,2.0330
716,"Kelly Clarkson","Because of You",2006,12.3840,6.0400,1.1600,10.2150,0.5830
717,"Simon & Garfunkel","Mrs Robinson",1968,12.3790,13.9860,5.3490,2.4290,0.5710
718,"Christopher Cross","Arthur's Theme (Best That You Can Do)",1981,12.3720,11.6250,1.2860,3.9290,0.6000
719,"Four Aces","Love is a Many Splendoured Thing",1955,12.3580,7.3990,4.0020,1.4100,0.0000
720,"George Michael","One More Try",1988,12.3510,6.0670,3.6250,5.9270,1.0000
721,"Linkin Park","In the End",2001,12.3350,6.7570,1.1470,6.7860,0.8330
722,"The Doobie Brothers","What a Fool Believes",1979,12.3350,11.6510,4.7100,2.0170,0.5370
723,Pussycat,Mississippi,1976,12.3310,0.0000,10.8370,12.4670,0.0100
724,"Milli Vanilli","Girl, You Know It's True",1988,12.3250,4.3620,1.3330,12.6700,1.2180
725,"Tommy Edwards","It's All in the Game",1958,12.3170,8.3560,6.1980,0.5910,0.0000
726,"Perry Como","Prisoner of Love",1946,12.3120,8.0280,1.5000,0.5110,0.5140
727,Blondie,"The Tide is High",1980,12.3090,8.5330,7.9630,5.0550,0.0000
728,"Elvis Presley","Wooden Heart",1961,12.3070,0.2010,9.0920,7.0080,0.0000
729,"Donna Lewis","I Love You Always Forever",1996,12.3040,4.8910,2.2790,6.7030,2.0480
730,"Gilbert O'Sullivan",Clair,1972,12.3020,5.0920,7.7450,6.3290,0.5380
731,"Rod Stewart","Baby Jane",1983,12.3000,1.0810,6.8440,15.8880,0.5150
732,"Dolly Parton","9 to 5",1981,12.2860,10.5080,3.4660,3.1940,0.5150
733,"Kay Kyser","The Woody Woodpecker Song",1948,12.2840,7.3910,1.0000,0.5130,0.5120
734,"Eddie Fisher","I'm Walking Behind You",1953,12.2830,9.3890,4.5050,0.0000,0.0000
735,Rihanna,"Pon De Replay",2005,12.2800,5.2410,3.0360,6.4870,1.2420
736,"The Backstreet Boys","As Long As You Love Me",1997,12.2650,2.6810,4.1320,9.2590,1.5820
737,"The Hollies","The Air That I Breathe",1974,12.2630,5.9640,7.3620,5.5890,0.5910
738,Afroman,"Because I Got High",2001,12.2630,1.6770,7.8530,12.5620,0.0000
739,"Dean Martin","That's Amore",1953,12.2540,8.7170,3.2000,0.0000,0.5280
740,"Bing Crosby","I'll be seeing you",1944,12.2500,7.6790,1.5000,0.5670,0.5120
741,Buggles,"Video Killed the Radio Star",1979,12.2340,2.2640,8.0750,16.2340,0.0000
742,Nelly,"Hot in Herre",2002,12.2320,6.0200,3.3170,4.3110,0.5370
743,"Rod Stewart",Sailing,1975,12.2280,1.2330,7.2080,10.7000,0.5370
744,"The Black Eyed Peas","My Humps",2005,12.2260,5.1010,6.3840,5.8130,0.0000
745,"Jimmy Dorsey","Besame Mucho",1944,12.2180,8.3840,0.8330,0.5150,0.6000
746,"The Rolling Stones","Get Off of My Cloud",1965,12.2150,8.5820,5.1010,5.4680,0.0000
747,"Sean Paul",Temperature,2006,12.2140,8.6830,1.1240,4.4230,1.0270
748,"Michael Jackson & Siedah Garrett","I Just Can't Stop Loving You",1987,12.2130,4.9080,3.6430,11.5190,0.5140
749,"Usher & Alicia Keys","My Boo",2004,12.2090,5.6280,2.4000,4.5390,2.0530
750,"DNA & Suzanne Vega","Tom's Diner",1990,12.2090,4.8000,1.5000,12.8510,1.0370
751,"Silver Convention","Fly Robin Fly",1975,12.2080,7.7760,3.4320,7.4700,0.6430
752,"Will Smith","Gettin' Jiggy Wit It",1998,12.1980,5.5880,1.8660,7.5050,1.1570
753,Evanescence,"My Immortal",2004,12.1970,4.4650,2.7860,8.2150,1.0680
754,"Jordin Sparks & Chris Brown","No Air",2008,12.1970,5.8210,5.8580,4.2490,0.0000
755,"George Harrison","Got My Mind Set On You",1988,12.1960,3.7450,7.2010,6.4060,0.5230
756,Fergie,"London Bridge",2006,12.1920,4.7470,2.8700,5.2160,2.1080
757,"MC Sar & The Real McCoy","Another Night",1994,12.1910,6.1850,3.8330,3.0450,1.6060
758,"Sara Bareilles","Love Song",2008,12.1740,5.9060,3.5270,4.4690,0.7000
759,"Donna Summer","Bad Girls",1979,12.1600,9.4560,4.7380,4.8370,0.5480
760,"Tommy Dorsey & Frank Sinatra","I'll Never Smile Again",1940,12.1570,9.6550,0.0000,0.5590,0.5260
761,"Duran Duran","Ordinary World",1993,12.1410,4.5190,2.6680,8.6170,1.9670
762,"The Village People","In the Navy",1979,12.1390,5.2350,4.2540,11.6100,0.5160
763,"Fred Astaire","The Way You Look Tonight",1936,12.1350,8.9500,0.0000,0.5110,0.5380
764,"George Michael","Fast Love",1996,12.1240,2.6100,4.3610,7.8800,2.0430
765,"Bobby Darin","Dream Lover",1959,12.1060,5.7300,4.7640,3.3100,0.0000
766,"The Cardigans",Lovefool,1997,12.1040,2.6260,3.7700,6.4200,2.8670
767,Abba,"Knowing Me, Knowing You",1977,12.1010,3.6930,7.6350,11.7080,0.0000
768,"The Diamonds","Little Darlin'",1957,12.0990,6.7240,1.9270,2.6810,0.5310
769,"Barry White","You're the First, the Last, My Everything",1975,12.0970,6.7840,4.2010,7.6720,0.5430
770,"Van McCoy","The Hustle",1975,12.0930,9.4260,5.0670,3.0950,0.5320
771,Madonna,"Into the Groove",1985,12.0870,3.0800,9.6070,13.2870,0.0000
772,Train,"Drops of Jupiter (Tell Me)",2001,12.0820,7.5660,1.6270,4.1660,0.5160
773,"Rose Royce","Car Wash",1977,12.0820,8.8590,4.3110,4.9100,0.5200
774,"Chris Brown & Juelz Santana","Run It",2006,12.0690,4.8340,4.5500,5.1270,0.5670
775,"Marvin Gaye","(Sexual) Healing",1983,12.0680,7.5340,6.2510,2.2250,0.5240
776,"Evelyn Knight","A Little Bird Told Me",1949,12.0630,7.1610,1.5000,0.5140,0.5190
777,"Destiny's Child","Say My Name",2000,12.0590,7.4120,3.0330,3.6330,0.5170
778,"Usher & Young Jeezy","Love In This Club",2008,12.0570,7.1850,3.2700,3.1090,0.5560
779,"Janis Joplin","Me & Bobby McGee",1971,12.0520,13.2510,4.6710,2.6030,0.5400
780,Madonna,"Ray of Light",1998,12.0480,7.7080,1.0000,4.9270,0.7000
781,"Louis Armstrong","(What A) Wonderful World",1968,12.0470,8.2800,6.8740,8.3590,0.0000
782,"The Beatles","Eleanor Rigby",1966,12.0310,7.8000,11.0030,3.5160,0.0000
783,"The Pet Shop Boys","Always On My Mind",1988,12.0280,3.0590,5.1740,15.0080,0.0000
784,"Paula Abdul","Rush Rush",1991,12.0260,6.6140,2.7220,5.4790,2.7310
785,"Jay-Z & Linkin Park",Numb/Encore,2005,12.0180,3.5630,2.6080,7.9410,2.0610
786,"U2 & Green Day","The Saints are Coming",2006,12.0170,0.7200,6.0160,9.2820,0.5300
787,"Fred Astaire & Leo Reisman","Night & Day",1932,12.0130,10.3310,0.0000,0.0000,0.5480
788,Abba,"Take a Chance On Me",1978,12.0120,6.0100,5.4900,10.8640,0.0000
789,"Shirley & Company","Shame, Shame, Shame",1975,12.0070,4.7720,3.0330,11.7900,0.5190
790,"Kay Starr","Wheel of Fortune",1952,12.0040,12.7790,0.8330,0.0000,0.0000
791,OMC,"How Bizarre",1996,11.9980,1.0920,7.9500,7.3390,1.0330
792,"The Fireballs","Sugar Shack",1963,11.9950,10.4570,5.6130,0.0000,0.5110
793,"Gary Puckett & The Union Gap","Young Girl",1968,11.9890,7.8700,11.5760,5.4800,0.0000
794,"The Supremes","Where Did Our Love Go",1964,11.9760,13.5480,5.8390,2.4350,0.0000
795,"Celine Dion","The Power of Love",1994,11.9740,5.3840,4.5000,2.8890,1.6490
796,"Eddie Fisher","I Need You Now",1954,11.9730,9.4920,2.6270,0.0000,0.5120
797,"K-Ci & JoJo","All My Life",1998,11.9670,4.0010,4.2250,5.8910,1.5730
798,"Youssou N'Dour & Neneh Cherry","7 Seconds",1994,11.9580,2.2610,2.3750,16.5650,0.7500
799,Nazareth,"Love Hurts",1976,11.9260,5.3440,6.3600,6.9080,0.5240
800,America,"Horse With No Name",1972,11.9240,8.9500,6.4800,3.1420,0.5590
801,"The Jackson 5","I Want You Back",1970,11.9190,14.1280,4.1220,2.3250,0.6110
802,"Elvis Presley","Love Me Tender",1956,11.9070,10.9500,0.5910,0.6670,0.5500
803,"Sam Cooke","Wonderful World",1960,11.9050,6.6440,1.6140,5.5420,0.0000
804,"Phil Harris","The Thing",1950,11.8980,8.5120,4.0000,0.0000,0.0000
805,"Brenda Lee","I'm Sorry",1960,11.8940,9.3580,2.7260,1.0000,0.5290
806,"Sean Paul","Get Busy",2003,11.8900,4.9990,1.2880,7.7940,1.2690
807,"Shania Twain","That Don't Impress Me Much",1999,11.8900,3.2940,5.8360,11.4700,0.0000
808,"Usher & will.i.am",OMG,2010,11.8900,4.3900,5.5000,1.5000,0.0000
809,"Frankie Laine","That Lucky Old Sun (Just Rolls Around Heaven All Day)",1949,11.8750,9.5160,0.0000,0.5250,0.5420
810,Flo-Rida,Whistle,2012,11.8670,4.1860,5.2500,3.0670,0.0000
811,"Whitney Houston","Exhale (Shoop Shoop)",1995,11.8660,4.5660,2.0910,6.1630,2.0480
812,"Duran Duran","Wild Boys",1984,11.8600,4.6250,5.0670,15.8450,0.0000
813,Madonna,"Die Another Day",2002,11.8340,3.2840,3.4330,6.8760,1.6390
814,Madonna,"Beautiful Stranger",1999,11.8270,3.7200,3.7790,7.9520,1.2420
815,Prince,"Purple Rain",1984,11.8250,7.1900,1.9590,9.7500,0.5290
816,"Tom Jones","The Green Green Grass of Home",1967,11.8160,3.4500,11.8050,6.2330,0.0000
817,Enya,"Orinoco Flow",1988,11.8000,2.7720,3.5000,11.8260,1.1230
818,Steppenwolf,"Born to Be Wild",1968,11.7900,14.2920,5.1550,4.3030,0.0000
819,"Simple Minds","Don't You (Forget About Me)",1985,11.7890,6.1570,5.8010,10.5070,0.0000
820,Abba,Chiquitita,1979,11.7870,1.2820,8.3090,10.9350,1.1060
821,Wings,"Band On the Run",1974,11.7860,7.7450,8.0040,2.8060,0.5630
822,"Kate Smith","God Bless America",1939,11.7800,10.1310,0.0000,0.5560,0.0000
823,"Mariah Carey",Heartbreaker,1999,11.7550,4.0440,2.2000,6.2960,2.5440
824,"Harry James","Sleepy Lagoon",1942,11.7460,7.9840,0.6000,0.5220,0.5130
825,Next,"Too Close",1998,11.7420,8.2420,2.0420,0.6250,1.0510
826,"1910 Fruitgum Co","Simon Says",1968,11.7310,6.9340,7.0010,6.0900,0.5190
827,"The Partridge Family","I Think I Love You",1970,11.7290,8.7340,7.8770,3.3330,0.5230
828,"Leo Sayer","You Make Me Feel Like Dancing",1977,11.7220,6.6860,8.3330,3.0920,0.5380
829,"Perry Como",Wanted,1954,11.7220,9.0930,2.7510,0.0000,0.5170
830,"The Carpenters","Top of the World",1973,11.7210,6.4970,8.7710,1.1210,1.0950
831,Madonna,"Express Yourself",1989,11.7140,5.2140,2.7000,12.0430,1.5430
832,"DJ Jazzy Jeff & The Fresh Prince","Boom! Shake the Room",1993,11.7070,2.3650,6.0640,6.2690,1.5230
833,"Chaka Khan","I Feel For You",1984,11.6800,6.2350,5.7520,5.6970,0.5190
834,"The Foundations","Build Me Up Buttercup",1969,11.6720,12.3390,8.1750,1.4170,0.5210
835,"Katy Perry & Kanye West",E.T.,2011,11.6640,6.4460,4.4000,1.1330,0.0000
836,"Britney Spears",Everytime,2004,11.6500,3.4160,4.5000,6.2390,1.0270
837,"Sly & The Family Stone","Family Affair",1971,11.6500,12.7700,3.2250,2.5950,1.0520
838,"Paul Whiteman",Whispering,1920,11.6460,9.9630,0.0000,0.0000,0.5830
839,"The Beatles",Michelle,1966,11.6360,2.3780,3.0000,9.5240,0.6430
840,"Estelle & Kanye West","American Boy",2008,11.6350,4.4710,2.0370,8.4660,0.5150
841,"Mariah Carey","I'll Be There",1992,11.6330,4.4980,4.0000,4.1000,2.7900
842,"Patti Page","How Much is That Doggy in the Window?",1953,11.6330,9.5220,3.6110,0.0000,0.0000
843,"BoB & Hayley Williams",Airplanes,2010,11.6290,6.2690,3.5910,1.1450,0.0000
844,Usher,Burn,2004,11.6210,6.4150,3.5530,3.4380,0.5500
845,Gorillaz,"Feel Good Inc",2005,11.6170,6.7570,1.7500,4.9970,1.1220
846,"Neil Diamond","Song Sung Blue",1972,11.6070,6.9920,4.2710,6.4140,0.5200
847,"Bobby Vinton","Roses Are Red",1962,11.6060,7.0680,6.2220,2.7030,0.0000
848,"Don Cornell","Hold My Hand",1954,11.6030,4.7600,6.5210,0.8330,0.0000
849,"Engelbert Humperdinck","The Last Waltz",1967,11.5870,1.6540,13.2050,4.1640,0.5120
850,"Timbaland & Nelly Furtado & Justin Timberlake","Give it to Me",2007,11.5750,4.3900,2.0180,7.9780,1.1020
851,"Mario Winans","I Don't Wanna Know",2004,11.5670,3.4690,2.5560,10.4170,0.5340
852,"The Backstreet Boys","Everybody (Backstreet's Back)",1997,11.5570,4.2600,1.9750,9.7230,1.0380
853,"Christina Aguilera",Hurt,2006,11.5510,3.0700,1.8560,12.4710,0.5140
854,"Jimmie Rodgers","T For Texas (Blue Yodel No 1)",1928,11.5350,8.8800,0.1000,0.0000,0.5160
855,"Wilson Phillips","Hold On",1990,11.5270,7.3690,0.6670,5.0000,2.5880
856,"Peggy Lee","Manana (Is Soon Enough For Me)",1948,11.5260,8.6460,0.0000,0.5110,0.5910
857,"George Gershwin","Rhapsody in Blue",1924,11.5030,8.3350,0.0000,0.6000,0.5360
858,"Little Richard","Long Tall Sally",1956,11.4980,8.7480,2.0850,0.6110,0.5200
859,"Benny Goodman","Sing, Sing, Sing (With A Swing)",1937,11.4960,8.1300,0.8330,0.0000,0.5190
860,Smokie,"Living Next Door to Alice",1977,11.4880,1.2680,5.5440,15.6180,0.0000
861,"New Kids On The Block","Step By Step",1990,11.4790,5.1170,2.5000,7.4130,1.5590
862,"Manfred Mann","Mighty Quinn",1968,11.4720,5.8250,9.3110,7.7670,0.0000
863,"The Troggs","Wild Thing",1966,11.4650,11.1630,7.5050,2.9090,0.0000
864,"2 Unlimited","No Limit",1993,11.4480,0.7130,3.5030,16.2360,1.1690
865,Hoobastank,"The Reason",2004,11.4470,7.5790,0.5830,4.7400,1.1230
866,"Laura Branigan","Self Control",1984,11.4460,3.0740,5.5670,17.4140,0.0000
867,"Eddie Fisher","Oh My Papa (O Mein Papa)",1954,11.4270,9.4090,2.1110,0.0000,0.5270
868,"Savage Garden","I Want You",1997,11.4240,4.4550,3.1590,4.0130,2.0660
869,"The Mamas & The Papas","California Dreamin'",1966,11.4210,15.7010,1.6880,1.5170,0.5480
870,"The Black Eyed Peas","Meet Me Half Way",2009,11.4150,4.5160,3.6250,8.5020,0.5160
871,Madonna,Secret,1994,11.4110,4.0060,2.7230,7.2220,2.0150
872,"Michael Jackson",Bad,1987,11.4110,3.8600,3.6290,11.6890,0.5710
